Final Model,Model Status,Dataset Version,Final Candidate Type,Decision Threshold,Accuracy,Precision,Recall,F1-score,ROC-AUC,Final Model Path
CatBoost,final_champion_model,v3_encoded_unscaled,Threshold-Optimized Tuned Model,0.5,0.7579843860894251,0.5289982425307557,0.8048128342245989,0.6383881230116649,0.8576610090676586,C:\Users\NezarHalabia\finallprogect\models\final_model\final_model.joblib
